airline,origin,destination,dep_time,stops,duration,price,is_red_eye,seats_left
US,PHX,OGG,11:00,0,6.72,348,0,26
F9,CLE,PHX,14:00,0,4.58,430,0,9
MQ,EVV,ORD,10:00,0,1.42,225,0,11
DL,ATL,ROC,09:00,0,2.08,175,0,17
WN,BUF,LAS,06:00,0,5.33,119,0,16
WN,DAL,LIT,20:00,0,1.0,557,0,9
B6,FLL,DCA,09:00,0,2.32,506,0,9
UA,SFO,JFK,16:00,0,5.47,229,0,12
WN,BWI,GRR,10:00,0,1.83,455,0,20
WN,DEN,PHX,16:00,0,1.92,561,0,15
AA,DFW,SNA,12:00,0,3.28,264,0,11
VX,LAX,ORD,10:00,0,4.0,223,0,24
DL,STT,ATL,15:00,0,4.17,441,0,15
OO,SFO,SBP,12:00,0,1.12,255,0,5
EV,LIT,IAH,12:00,0,1.52,330,0,24
US,LAX,PHL,06:00,0,4.98,311,0,5
OO,LAX,MSP,18:00,0,3.65,295,0,9
AA,LAX,OGG,09:00,0,5.92,214,0,8
DL,DTW,SEA,08:00,0,5.32,432,0,24
DL,JAX,ATL,07:00,0,1.35,138,0,28
AS,SAN,PDX,06:00,0,2.67,486,0,28
OO,DEN,ASE,21:00,0,0.73,162,1,15
AA,ORD,SFO,18:00,0,4.67,501,0,28
AA,AUS,DFW,18:00,0,1.1,269,0,21
EV,AVL,ATL,05:00,0,1.0,124,1,18
AS,SAN,PDX,06:00,0,2.67,345,0,25
DL,LAX,HNL,10:00,0,5.78,409,0,7
UA,IAH,SEA,17:00,0,4.93,137,0,9
UA,DEN,SFO,08:00,0,2.88,401,0,23
AS,LAX,ANC,19:00,0,5.75,518,0,24
DL,ATL,SFO,17:00,0,5.45,165,0,8
UA,IAD,SFO,08:00,0,6.0,143,0,27
WN,LAX,OAK,06:00,0,1.42,353,0,20
UA,ORD,SFO,17:00,0,4.83,522,0,24
WN,STL,CMH,08:00,0,1.33,494,0,18
WN,LAS,RNO,07:00,0,1.33,521,0,24
AS,ANC,SEA,00:00,0,3.42,90,1,23
AA,ORD,MIA,12:00,0,3.13,135,0,26
EV,SHV,DFW,12:00,0,1.0,251,0,16
UA,EWR,DEN,09:00,0,4.6,96,0,21
NK,DFW,DTW,19:00,0,2.38,504,0,25
DL,ATL,MSY,21:00,0,1.65,203,1,22
EV,LGA,CLE,08:00,0,1.9,116,0,7
DL,ATL,SAT,10:00,0,2.85,328,0,21
AA,LGA,DFW,07:00,0,4.17,241,0,16
OO,SBP,SFO,20:00,0,1.07,543,0,17
UA,IAD,LAS,08:00,0,5.37,146,0,16
VX,LAS,SFO,14:00,0,1.5,100,0,13
OO,PDX,SEA,11:00,0,0.82,575,0,28
WN,DEN,SNA,18:00,0,2.42,427,0,24
UA,SFO,LAS,17:00,0,1.6,404,0,7
UA,IAH,TPA,15:00,0,2.0,266,0,23
EV,LBB,IAH,16:00,0,1.48,381,0,13
AA,DFW,BOS,08:00,0,3.35,374,0,18
DL,SRQ,ATL,17:00,0,1.72,116,0,6
UA,DEN,HNL,11:00,0,7.33,412,0,7
EV,TRI,ATL,06:00,0,1.15,393,0,15
B6,FLL,LGA,09:00,0,2.73,119,0,24
US,CLT,DFW,09:00,0,2.87,496,0,27
DL,ORD,ATL,18:00,0,2.03,202,0,20
DL,ATL,JAX,16:00,0,1.15,332,0,24
VX,SFO,IAD,09:00,0,5.0,219,0,6
WN,HOU,HRL,20:00,0,1.0,514,0,11
EV,JAX,EWR,13:00,0,2.37,546,0,13
EV,ATL,GRK,10:00,0,2.48,135,0,6
OO,LAX,PHX,16:00,0,1.4,323,0,21
AS,EWR,SEA,07:00,0,6.18,191,0,8
DL,JFK,MSP,11:00,0,3.27,250,0,22
EV,JAX,ORD,11:00,0,2.63,387,0,29
WN,DCA,MKE,11:00,0,2.17,561,0,16
UA,EWR,IAH,11:00,0,4.13,431,0,25
AA,LGA,MIA,16:00,0,3.47,560,0,9
DL,SDF,ATL,07:00,0,1.53,483,0,10
OO,MRY,LAX,10:00,0,1.28,236,0,27
OO,IAH,CLT,10:00,0,2.35,462,0,14
AA,JFK,SEA,18:00,0,6.5,528,0,17
MQ,JLN,DFW,17:00,0,1.33,598,0,8
AA,DFW,LGA,17:00,0,3.25,214,0,11
EV,ORD,SAV,13:00,0,2.08,267,0,14
AS,PDX,SFO,18:00,0,1.93,145,0,14
WN,DAL,HOU,17:00,0,1.08,356,0,5
US,CLT,CLE,22:00,0,1.53,359,1,12
EV,CLT,EWR,19:00,0,1.97,253,0,5
UA,EWR,MCO,05:00,0,2.88,241,1,5
DL,JFK,SFO,09:00,0,6.85,420,0,25
US,BWI,CLT,06:00,0,1.57,496,0,10
UA,LAS,ORD,11:00,0,3.72,526,0,10
OO,SLC,GTF,19:00,0,1.77,159,0,27
EV,GNV,ATL,15:00,0,1.28,201,0,12
US,PHX,DCA,15:00,0,4.08,288,0,14
DL,MEM,ATL,13:00,0,1.32,315,0,13
US,PHL,DFW,20:00,0,3.78,598,0,13
MQ,ORD,CMH,18:00,0,1.13,334,0,29
DL,MSY,ATL,12:00,0,1.4,168,0,8
MQ,DFW,LAW,16:00,0,0.78,407,0,29
OO,SLC,TUS,20:00,0,1.88,170,0,9
AA,CLT,DFW,17:00,0,2.97,150,0,7
DL,ATL,RDU,19:00,0,1.4,286,0,7
NK,LBE,FLL,16:00,0,2.92,460,0,10
B6,BWI,BOS,18:00,0,1.35,581,0,11
EV,IAD,PIT,12:00,0,1.03,530,0,19
B6,LGB,SEA,13:00,0,2.72,419,0,7
EV,CRW,DFW,16:00,0,2.98,505,0,19
VX,IAD,SFO,10:00,0,5.92,146,0,18
NK,ORD,RSW,17:00,0,2.85,117,0,7
AA,ORD,LAS,21:00,0,3.95,167,1,8
WN,MCO,PHL,18:00,0,2.33,189,0,12
WN,TUS,LAX,11:00,0,1.5,439,0,11
OO,ORD,CHO,14:00,0,1.75,150,0,12
AA,AUS,LAX,19:00,0,3.47,303,0,19
WN,MDW,BNA,18:00,0,1.5,219,0,28
WN,BOS,BWI,09:00,0,1.75,457,0,8
MQ,BNA,LGA,14:00,0,2.08,275,0,24
HA,HNL,KOA,14:00,0,0.73,173,0,27
EV,MHT,ORD,06:00,0,2.88,158,0,26
US,PHX,IAH,16:00,0,2.47,513,0,19
WN,GRR,BWI,05:00,0,1.92,586,1,9
WN,SAT,DAL,18:00,0,1.0,578,0,13
OO,ESC,DTW,06:00,0,1.35,196,0,9
WN,SJC,SEA,20:00,0,2.08,151,0,10
B6,MCO,EWR,09:00,0,2.5,133,0,7
EV,ATL,LEX,12:00,0,1.28,114,0,10
DL,SFO,HNL,17:00,0,5.7,485,0,10
UA,SFO,SEA,21:00,0,2.17,92,1,13
OO,FWA,ORD,10:00,0,1.08,295,0,19
WN,DAL,MAF,08:00,0,1.17,197,0,16
F9,SFO,PHX,10:00,0,1.92,225,0,6
WN,SAT,LAS,19:00,0,2.92,143,0,13
AA,MIA,LAX,17:00,0,6.1,187,0,18
UA,TPA,ORD,06:00,0,2.8,408,0,9
US,CLT,DEN,22:00,0,3.63,464,1,7
WN,SJU,TPA,15:00,0,3.33,380,0,21
OO,DEN,MOT,10:00,0,1.97,167,0,16
EV,EWR,BUF,19:00,0,1.27,277,0,16
EV,BTR,IAH,07:00,0,1.22,93,0,22
AA,MIA,TPA,21:00,0,1.02,227,1,18
WN,MDW,HOU,21:00,0,2.83,179,1,19
DL,ATL,MIA,16:00,0,1.92,437,0,23
WN,MCI,DEN,14:00,0,1.83,195,0,11
EV,IAH,DTW,13:00,0,2.85,403,0,13
F9,RSW,CLE,10:00,0,2.67,528,0,7
WN,DAL,HOU,09:00,0,1.08,592,0,12
OO,LAS,LAX,16:00,0,1.2,105,0,7
OO,PHX,SBA,21:00,0,1.58,445,1,16
EV,MLU,IAH,15:00,0,1.2,128,0,10
EV,ORD,MCI,14:00,0,1.62,326,0,22
DL,GPT,ATL,09:00,0,1.23,177,0,6
UA,ATL,ORD,15:00,0,2.12,360,0,9
DL,JFK,SFO,07:00,0,6.72,403,0,19
OO,ORD,PAH,13:00,0,1.43,197,0,10
UA,SFO,JFK,20:00,0,5.5,573,0,22
DL,PIT,ATL,19:00,0,1.93,421,0,7
AA,DFW,LAX,13:00,0,3.35,141,0,19
US,SLC,PHX,10:00,0,1.52,420,0,23
WN,LAS,MKE,18:00,0,3.42,574,0,25
B6,JFK,CHS,07:00,0,2.2,503,0,22
WN,OAK,PDX,16:00,0,1.67,261,0,12
WN,DAL,HOU,21:00,0,1.08,198,1,20
WN,OMA,MDW,13:00,0,1.33,293,0,21
DL,LAS,JFK,16:00,0,4.72,350,0,19
WN,IAD,MDW,19:00,0,2.0,594,0,13
WN,SJU,MCO,18:00,0,3.17,539,0,7
WN,DAL,MCO,18:00,0,2.42,596,0,26
OO,ORD,EAU,18:00,0,1.37,383,0,9
AA,LGA,MIA,10:00,0,3.35,433,0,21
AA,FLL,ORD,19:00,0,3.25,120,0,24
B6,PBI,BOS,10:00,0,2.9,406,0,12
AA,MIA,LGA,19:00,0,2.88,304,0,8
WN,BWI,AUS,18:00,0,3.92,170,0,14
DL,LAX,SLC,07:00,0,1.95,350,0,20
MQ,ORD,COU,19:00,0,1.3,409,0,14
EV,ATL,ILM,21:00,0,1.33,399,1,23
DL,ATL,TUL,16:00,0,2.22,505,0,25
MQ,HOU,DFW,19:00,0,1.17,520,0,29
EV,MFE,IAH,10:00,0,1.17,517,0,12
F9,LGA,MIA,09:00,0,3.33,307,0,27
MQ,GRR,ORD,11:00,0,0.97,382,0,18
DL,SLC,JFK,17:00,0,4.37,396,0,27
WN,BWI,BDL,20:00,0,1.17,548,0,20
OO,ASE,IAH,11:00,0,2.52,186,0,24
AA,OKC,DFW,11:00,0,1.08,213,0,19
B6,LGB,SMF,07:00,0,1.42,299,0,22
US,PHL,CLT,17:00,0,1.73,233,0,13
WN,MDW,TPA,19:00,0,2.67,570,0,8
DL,ATL,ORD,21:00,0,2.05,254,1,17
B6,TPA,DCA,07:00,0,2.07,167,0,21
WN,MKE,MCI,17:00,0,1.58,228,0,28
AA,STL,MIA,16:00,0,2.75,570,0,16
WN,PHX,PHL,11:00,0,4.42,503,0,29
B6,MCO,EWR,10:00,0,2.62,370,0,24
B6,SJU,TPA,20:00,0,3.13,141,0,13
DL,LGA,ATL,11:00,0,2.73,132,0,5
OO,SFO,SMF,19:00,0,0.78,358,0,20
UA,JAC,DEN,07:00,0,1.72,402,0,25
MQ,ORD,EVV,13:00,0,1.07,234,0,5
WN,SEA,OAK,13:00,0,2.0,217,0,10
WN,DEN,BUR,11:00,0,2.42,474,0,13
US,CLT,RSW,18:00,0,1.93,215,0,10
AA,MIA,DCA,11:00,0,2.53,243,0,24
WN,PHX,BNA,11:00,0,3.25,366,0,27
WN,LAS,SAN,13:00,0,1.08,318,0,14
WN,OAK,SLC,14:00,0,1.67,228,0,6
OO,FAT,LAX,09:00,0,1.42,276,0,14
AA,DFW,LAS,12:00,0,3.0,113,0,22
DL,BWI,ATL,11:00,0,1.97,392,0,9
WN,BWI,HOU,20:00,0,3.67,231,0,24
US,SEA,PHX,11:00,0,2.75,582,0,25
WN,BOI,DEN,07:00,0,1.83,206,0,29
OO,SFO,SNA,08:00,0,1.53,358,0,27
UA,ORD,DEN,07:00,0,2.75,253,0,13
EV,ORD,ICT,20:00,0,1.98,501,0,16
UA,SFO,MCO,14:00,0,5.13,513,0,19
DL,ATL,BDL,18:00,0,2.28,137,0,17
WN,IAD,MDW,06:00,0,2.08,107,0,25
WN,PIT,PHX,13:00,0,4.83,125,0,24
WN,ISP,BWI,06:00,0,1.33,334,0,11
UA,SEA,SFO,10:00,0,2.28,147,0,23
WN,CHS,BWI,11:00,0,1.5,104,0,16
AA,EWR,PHX,10:00,0,5.52,386,0,16
WN,TPA,HOU,08:00,0,2.67,569,0,8
WN,HRL,HOU,19:00,0,1.0,114,0,25
AA,DFW,ATL,08:00,0,2.0,407,0,29
WN,PHX,SAN,12:00,0,1.17,206,0,17
WN,BWI,BOS,07:00,0,1.42,240,0,6
WN,MKE,STL,06:00,0,1.42,154,0,9
WN,DAL,ATL,20:00,0,2.0,343,0,13
US,PHL,PIT,13:00,0,1.25,229,0,21
WN,SAN,MDW,14:00,0,3.92,557,0,22
DL,ATL,SHV,10:00,0,1.95,447,0,14
WN,SAN,TUS,17:00,0,1.17,473,0,7
UA,EWR,SFO,17:00,0,6.68,273,0,14
AA,DFW,SJC,10:00,0,3.75,357,0,10
NK,MYR,LGA,09:00,0,1.87,507,0,16
DL,OGG,LAX,13:00,0,5.37,139,0,8
US,PHL,RDU,15:00,0,1.43,410,0,8
NK,ORD,MCO,10:00,0,2.62,296,0,6
WN,MDW,BWI,10:00,0,1.75,488,0,18
OO,SFO,TUS,16:00,0,2.05,240,0,13
OO,LAX,MSP,17:00,0,3.65,556,0,12
WN,DAL,BNA,07:00,0,1.67,389,0,11
DL,DTW,LGA,08:00,0,1.92,572,0,21
AS,BRW,ANC,18:00,0,1.88,488,0,22
WN,MCO,SJU,08:00,0,2.75,369,0,13
EV,AMA,IAH,06:00,0,1.82,140,0,12
EV,CMH,EWR,12:00,0,1.73,573,0,22
WN,SMF,PDX,14:00,0,1.5,308,0,20
B6,BOS,RSW,20:00,0,3.6,101,0,28
F9,DCA,DEN,13:00,0,4.03,417,0,7
US,PBI,CLT,08:00,0,1.92,90,0,22
OO,FSD,DEN,13:00,0,1.68,385,0,27
OO,SJC,SLC,16:00,0,1.93,349,0,10
WN,LAS,ONT,14:00,0,0.92,495,0,11
EV,FAR,ORD,14:00,0,1.98,303,0,21
EV,BRO,DFW,06:00,0,1.58,571,0,9
DL,JFK,SJU,15:00,0,4.03,547,0,6
EV,IAD,CAE,17:00,0,1.48,444,0,24
WN,OAK,SAN,11:00,0,1.42,89,0,21
MQ,CMH,ORD,14:00,0,1.48,501,0,16
EV,ORD,SCE,13:00,0,1.62,388,0,16
WN,MCO,DAY,09:00,0,2.25,540,0,17
DL,DCA,DTW,17:00,0,1.73,432,0,19
OO,BUR,PDX,15:00,0,2.28,321,0,15
WN,LAS,BUR,15:00,0,1.08,414,0,14
NK,LBE,FLL,16:00,0,2.9,444,0,26
OO,MMH,SFO,17:00,0,1.3,497,0,17
WN,CMH,ATL,06:00,0,1.83,188,0,19
AA,MIA,DEN,07:00,0,4.65,93,0,19
WN,MCO,IND,16:00,0,2.42,258,0,6
EV,IAH,PNS,15:00,0,1.48,480,0,14
B6,FLL,BOS,12:00,0,3.13,166,0,25
US,ORD,PHX,10:00,0,3.8,203,0,20
UA,ORD,FLL,07:00,0,3.23,389,0,29
MQ,DFW,MSN,14:00,0,2.18,110,0,6
US,DCA,MCO,11:00,0,2.38,437,0,12
NK,SAN,LAS,09:00,0,1.2,210,0,12
WN,ATL,MCO,17:00,0,1.42,423,0,8
WN,DAL,HOU,07:00,0,1.08,441,0,15
UA,EWR,IAH,19:00,0,3.98,466,0,16
DL,CLT,ATL,15:00,0,1.28,423,0,26
WN,RDU,BWI,16:00,0,1.0,281,0,6
WN,SJC,AUS,09:00,0,3.25,300,0,5
US,MCO,CLT,05:00,0,1.62,229,1,11
US,DCA,PHL,15:00,0,1.17,478,0,10
AA,DCA,DFW,16:00,0,3.58,156,0,12
WN,MSY,DCA,08:00,0,2.33,274,0,15
EV,PIT,IAD,14:00,0,1.17,190,0,13
OO,TUS,SLC,08:00,0,2.0,261,0,12
WN,MKE,ATL,15:00,0,2.17,592,0,23
WN,IND,TPA,11:00,0,2.17,167,0,23
AS,SEA,SFO,18:00,0,2.13,265,0,16
AA,LAX,JFK,11:00,0,5.48,406,0,23
OO,MSP,LAN,19:00,0,1.6,447,0,8
US,PHX,SEA,08:00,0,3.15,119,0,9
UA,SEA,DEN,15:00,0,2.63,263,0,27
OO,DEN,DRO,17:00,0,1.18,446,0,16
EV,MEM,EWR,16:00,0,2.62,391,0,17
WN,ATL,RDU,21:00,0,1.42,279,1,13
EV,RST,MSP,15:00,0,0.82,181,0,14
UA,ORD,LGA,09:00,0,2.13,544,0,19
WN,MHT,MDW,09:00,0,2.92,486,0,20
EV,IAH,MCI,11:00,0,2.0,135,0,16
WN,SAN,PHX,12:00,0,1.17,496,0,25
DL,RSW,ATL,06:00,0,1.8,594,0,8
WN,SAN,SEA,07:00,0,3.0,435,0,25
AA,MCO,ORD,15:00,0,2.92,102,0,21
DL,ATL,CLE,08:00,0,1.7,145,0,22
VX,DAL,LGA,10:00,0,3.08,237,0,26
EV,DEN,TUS,08:00,0,2.12,346,0,21
OO,ORD,COS,18:00,0,2.82,316,0,29
WN,PDX,LAS,06:00,0,2.08,314,0,19
DL,SAN,SLC,06:00,0,1.97,391,0,26
OO,FAT,SEA,11:00,0,2.25,102,0,8
OO,BOI,MSP,14:00,0,2.75,329,0,29
EV,FAY,ATL,16:00,0,1.5,581,0,7
EV,DFW,TYR,15:00,0,0.75,103,0,10
WN,SJC,LAS,12:00,0,1.33,366,0,10
MQ,TYR,DFW,13:00,0,0.78,134,0,16
NK,LAS,DFW,00:00,0,2.45,123,1,19
VX,LAS,SFO,13:00,0,1.5,310,0,19
AA,ORD,PSP,09:00,0,4.28,505,0,21
WN,LAX,SJC,12:00,0,1.17,513,0,14
EV,IND,DEN,20:00,0,3.0,297,0,16
US,TPA,CLT,06:00,0,1.67,298,0,22
EV,TYS,IAH,09:00,0,2.57,551,0,9
VX,SFO,SEA,16:00,0,2.0,553,0,18
F9,AUS,DEN,14:00,0,2.18,355,0,11
AA,ORD,PHX,20:00,0,3.85,305,0,17
UA,ORD,LAS,08:00,0,3.95,167,0,29
EV,CHS,IAH,06:00,0,2.98,111,0,11
AA,IAD,DFW,06:00,0,3.5,358,0,13
US,IAH,PHL,06:00,0,3.08,330,0,28
AA,LAX,JFK,06:00,0,5.27,574,0,17
UA,EWR,SFO,07:00,0,6.58,522,0,9
WN,MDW,DTW,11:00,0,1.17,251,0,7
DL,ATL,GSP,12:00,0,0.97,395,0,17
UA,SMF,DEN,05:00,0,2.33,152,1,24
US,PHL,PHX,15:00,0,5.4,246,0,22
WN,SAN,SEA,18:00,0,2.92,562,0,29
WN,DAL,AUS,10:00,0,0.92,326,0,24
EV,ORD,SBN,13:00,0,0.8,233,0,27
WN,BWI,DAL,07:00,0,3.5,464,0,22
DL,PNS,ATL,06:00,0,1.15,548,0,27
US,MSP,PHL,13:00,0,2.57,489,0,25
AS,ANC,LAX,23:00,0,5.33,104,1,14
WN,MSY,MCO,11:00,0,1.58,383,0,13
DL,LGA,MIA,09:00,0,3.58,402,0,20
WN,SNA,LAS,13:00,0,1.08,392,0,9
DL,PHL,ATL,06:00,0,2.58,517,0,18
DL,RSW,MSP,15:00,0,3.7,134,0,7
AS,LAX,DCA,13:00,0,4.83,477,0,28
WN,DAL,ELP,16:00,0,1.83,460,0,12
EV,DEN,AMA,19:00,0,1.2,244,0,25
NK,OAK,LAS,13:00,0,1.4,338,0,15
US,IAH,PHX,08:00,0,3.1,312,0,28
WN,MKE,LAS,06:00,0,4.08,180,0,24
DL,LAX,JFK,06:00,0,5.37,119,0,29
OO,ICT,ORD,18:00,0,1.92,241,0,24
WN,DAL,STL,19:00,0,1.58,321,0,13
US,CLT,MSY,09:00,0,2.05,249,0,16
DL,TPA,ATL,19:00,0,1.57,545,0,5
AA,LIT,DFW,18:00,0,1.42,247,0,19
WN,MCO,AUS,09:00,0,2.92,401,0,17
MQ,ORD,XNA,19:00,0,1.65,156,0,12
OO,LAX,SMF,07:00,0,1.42,338,0,7
DL,ATL,STT,15:00,0,3.6,132,0,16
DL,SEA,MSP,11:00,0,3.17,95,0,26
WN,BWI,DTW,18:00,0,1.67,406,0,14
MQ,ORF,JFK,13:00,0,1.45,134,0,23
AA,OGG,LAX,16:00,0,5.13,129,0,17
DL,SLC,PHX,14:00,0,1.58,220,0,17
UA,PHL,ORD,17:00,0,2.45,540,0,27
WN,RSW,MDW,10:00,0,3.0,223,0,18
VX,DAL,LAX,13:00,0,3.25,290,0,24
WN,PIT,TPA,16:00,0,2.42,158,0,25
US,RDU,PHL,18:00,0,1.53,580,0,24
AA,ATL,DFW,13:00,0,2.53,107,0,13
WN,FLL,PHL,09:00,0,2.67,306,0,11
WN,LAX,SJC,15:00,0,1.08,154,0,15
VX,LAX,EWR,12:00,0,5.33,466,0,14
US,PHX,RNO,21:00,0,1.9,529,1,26
WN,MCI,BNA,11:00,0,1.42,433,0,5
WN,MDW,DCA,08:00,0,1.75,306,0,27
WN,BUR,SJC,13:00,0,1.08,309,0,28
B6,FLL,SJU,16:00,0,2.48,327,0,28
OO,ABQ,DEN,10:00,0,1.37,523,0,13
UA,LAX,SFO,17:00,0,1.48,216,0,7
WN,MCO,BWI,19:00,0,2.17,206,0,18
OO,MSP,RHI,11:00,0,1.08,484,0,28
US,BOS,LGA,08:00,0,1.32,558,0,28
DL,CLT,DTW,06:00,0,1.87,138,0,9
DL,ATL,GRR,12:00,0,1.92,465,0,23
EV,ATL,TRI,15:00,0,1.1,257,0,10
AA,DFW,MIA,12:00,0,2.68,290,0,13
WN,DTW,BWI,06:00,0,1.75,338,0,7
EV,EWR,PVD,21:00,0,0.95,396,1,6
MQ,ATL,LGA,16:00,0,2.23,447,0,19
WN,TPA,RDU,11:00,0,1.67,176,0,5
DL,MCO,ATL,10:00,0,1.53,470,0,5
US,MSY,PHL,06:00,0,2.63,403,0,16
WN,GEG,PHX,12:00,0,2.58,491,0,10
UA,CLT,ORD,16:00,0,2.2,526,0,23
NK,DFW,FLL,16:00,0,2.73,200,0,7
EV,ORD,MLI,09:00,0,0.95,254,0,14
F9,ORD,SLC,15:00,0,3.42,373,0,15
US,ATL,PHX,07:00,0,4.58,557,0,21
VX,DAL,LAX,08:00,0,3.17,167,0,28
MQ,OKC,ORD,13:00,0,2.08,279,0,14
WN,PVD,BWI,15:00,0,1.42,463,0,24
EV,ROC,IAD,05:00,0,1.37,566,1,11
EV,IAH,LBB,08:00,0,1.58,345,0,7
OO,SLC,SNA,08:00,0,2.1,299,0,26
WN,ATL,PBI,10:00,0,1.83,102,0,29
OO,DFW,IAH,12:00,0,1.15,249,0,7
WN,TPA,HOU,06:00,0,2.58,315,0,5
WN,DAL,SAT,12:00,0,1.0,578,0,28
AA,SFO,LAX,20:00,0,1.5,548,0,15
MQ,DFW,XNA,21:00,0,1.05,404,1,16
DL,ATL,BHM,13:00,0,0.92,482,0,19
OO,SBP,SFO,08:00,0,1.27,534,0,5
US,LGA,DCA,13:00,0,1.3,220,0,17
EV,GSO,LGA,06:00,0,1.67,484,0,21
EV,OMA,ORD,14:00,0,1.62,464,0,6
WN,CLE,BWI,19:00,0,1.25,158,0,14
AA,ORD,LGA,18:00,0,2.08,573,0,27
MQ,ORD,DAY,13:00,0,1.05,560,0,28
AA,ORD,LAX,08:00,0,4.55,433,0,22
DL,JFK,BOS,15:00,0,1.3,496,0,21
UA,SFO,RDU,15:00,0,4.98,452,0,14
WN,OAK,PHX,10:00,0,1.83,103,0,20
WN,PIT,DEN,09:00,0,3.83,380,0,8
F9,IAD,RSW,16:00,0,2.83,383,0,14
WN,SAN,DAL,08:00,0,2.83,516,0,11
UA,SNA,IAH,13:00,0,3.17,424,0,5
DL,SJU,JFK,12:00,0,4.05,390,0,28
NK,ACY,RSW,17:00,0,2.75,303,0,25
MQ,STL,LGA,06:00,0,2.35,433,0,24
DL,SJU,ATL,09:00,0,3.98,343,0,10
DL,ATL,XNA,20:00,0,1.97,166,0,6
WN,BNA,HOU,06:00,0,2.33,307,0,17
WN,ONT,PHX,10:00,0,1.08,187,0,25
AA,TUL,ORD,08:00,0,1.82,530,0,28
EV,JAX,DTW,12:00,0,2.43,106,0,29
OO,DEN,BFL,11:00,0,2.53,440,0,5
DL,MCO,MEM,20:00,0,2.17,263,0,22
WN,PHX,OKC,18:00,0,2.0,264,0,5
EV,ORD,BNA,07:00,0,1.57,303,0,15
MQ,ORD,XNA,14:00,0,1.72,160,0,20
EV,CLT,ORD,07:00,0,2.12,240,0,21
WN,MCO,PIT,20:00,0,2.25,490,0,16
B6,BOS,JFK,08:00,0,1.27,508,0,19
AA,LAX,JFK,12:00,0,5.6,562,0,12
EV,STL,ORD,11:00,0,1.35,240,0,14
WN,STL,LAX,09:00,0,4.33,486,0,25
AA,DFW,PHX,20:00,0,2.65,226,0,26
WN,DCA,MCI,15:00,0,3.0,421,0,18
OO,LAX,DFW,18:00,0,2.87,263,0,27
WN,ATL,OKC,18:00,0,2.42,488,0,21
AA,ORD,SEA,20:00,0,4.58,441,0,21
WN,SAN,SFO,16:00,0,1.5,369,0,15
AA,DFW,BNA,20:00,0,1.68,455,0,7
US,DCA,BOS,08:00,0,1.5,164,0,15
B6,FLL,EWR,21:00,0,2.72,252,1,29
MQ,DFW,RAP,12:00,0,2.43,528,0,18
WN,OAK,LAS,19:00,0,1.33,531,0,5
UA,IAH,ORD,15:00,0,2.63,581,0,6
DL,PHL,ATL,12:00,0,2.3,358,0,7
EV,IAH,MSP,15:00,0,2.83,443,0,12
WN,STL,MSP,20:00,0,1.58,281,0,22
OO,SLC,PSP,21:00,0,1.82,344,1,24
UA,IAD,SFO,14:00,0,6.15,242,0,23
AS,ANC,PHX,09:00,0,5.75,116,0,17
EV,IAH,SHV,13:00,0,1.0,273,0,16
OO,AUS,DEN,12:00,0,2.3,442,0,8
DL,ATL,EYW,08:00,0,1.87,274,0,29
UA,EWR,BZN,18:00,0,5.05,117,0,7
MQ,RDU,LGA,11:00,0,1.58,484,0,26
WN,SEA,PHX,06:00,0,2.75,411,0,29
WN,LAS,MDW,10:00,0,3.42,398,0,15
US,ORD,PHL,12:00,0,1.97,490,0,5
DL,JFK,LAS,17:00,0,6.02,291,0,10
B6,BOS,TPA,20:00,0,3.35,113,0,26
AA,ORD,SEA,08:00,0,4.58,543,0,5
DL,ATL,FLL,11:00,0,1.92,343,0,14
WN,SJC,PHX,06:00,0,1.83,152,0,12
AA,TUS,DFW,13:00,0,2.1,318,0,13
WN,BWI,FLL,09:00,0,2.75,551,0,27
US,LAS,PHX,12:00,0,1.15,267,0,21
US,CLT,EWR,07:00,0,1.83,480,0,25
WN,ALB,TPA,07:00,0,3.42,122,0,7
B6,JFK,MCO,07:00,0,3.02,371,0,5
OO,SJC,SEA,09:00,0,2.1,478,0,25
WN,DAL,SAT,14:00,0,1.0,195,0,24
AA,DFW,MFE,09:00,0,1.57,246,0,17
DL,VPS,ATL,14:00,0,1.25,554,0,12
AS,SEA,SNA,12:00,0,2.65,382,0,26
US,MCO,PHL,14:00,0,2.42,442,0,6
EV,IAH,BTR,21:00,0,1.02,230,1,7
WN,BOS,BNA,12:00,0,3.08,194,0,9
OO,PHX,YUM,11:00,0,1.0,314,0,19
UA,EWR,FLL,12:00,0,3.23,394,0,16
UA,EWR,DEN,15:00,0,4.52,278,0,27
OO,PIH,SLC,07:00,0,0.75,188,0,15
AA,LAX,DFW,12:00,0,3.08,334,0,25
B6,PBI,BOS,20:00,0,2.85,129,0,29
UA,DEN,IAD,10:00,0,3.22,459,0,22
UA,MCO,DEN,08:00,0,4.3,524,0,9
WN,ATL,JAX,15:00,0,1.25,135,0,19
DL,PDX,MSP,07:00,0,3.38,456,0,12
MQ,LGA,GSO,15:00,0,1.72,288,0,13
VX,SEA,LAX,07:00,0,2.58,296,0,19
AS,ANC,PDX,11:00,0,3.5,94,0,11
WN,STL,MCI,07:00,0,1.17,538,0,14
AA,DFW,OGG,10:00,0,8.33,197,0,12
DL,ATL,PBI,20:00,0,1.82,540,0,9
WN,BNA,MCI,09:00,0,1.75,273,0,7
AA,DFW,AUS,19:00,0,0.97,254,0,6
WN,BWI,SDF,15:00,0,1.83,215,0,26
US,FLL,CLT,12:00,0,2.07,418,0,28
